z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Location ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m]
4.5,3.859055319148936,0.0350127659574468,0.04187393617021277,EG__4_5,EG,,,,,2.48,50.0,30.0
5.0,5.6255,0.0353,0.053025,EG__5_0,EG,,,,,2.48,50.0,30.0
5.5,12.4679,0.0907,0.054925,EG__5_5,EG,,,,,2.48,50.0,30.0
6.0,16.2301,0.1419,0.065925,EG__6_0,EG,,,,,2.48,50.0,30.0
6.5,21.1107,0.1658,0.071625,EG__6_5,EG,,,,,2.48,50.0,30.0
7.0,40.5909,0.3217,0.071425,EG__7_0,EG,44.0,0.103625,0.1381666666666667,34.0,2.48,50.0,30.0
7.5,38.79137692307692,0.3192692307692307,0.07254423076923076,EG__7_5,EG,44.0,0.1281583333333333,0.170875,60.0,2.48,50.0,30.0
8.0,41.9048,0.322,0.068675,EG__8_0,EG,44.0,0.1526916666666667,0.2035833333333333,86.0,2.48,50.0,30.0
8.5,34.6866,0.3008,0.071075,EG__8_5,EG,62.0,0.1451916666666667,0.1935833333333333,113.0,2.48,50.0,30.0
9.0,30.6789,0.2542,0.078675,EG__9_0,EG,80.0,0.1376916666666667,0.1835833333333333,140.0,2.48,50.0,30.0
9.5,45.5025,0.368,0.080375,EG__9_5,EG,72.0,0.1869375000000001,0.24925,180.5,2.48,50.0,30.0
10.0,40.78007857142858,0.2945857142857144,0.0595196428571429,EG__10_0,EG,64.0,0.2361833333333334,0.3149166666666666,221.0,2.48,50.0,30.0
10.5,26.71129880952382,0.2201214285714287,0.02513720238095242,EG__10_5,EG,64.0,0.2477791666666667,0.330375,255.0,2.48,50.0,30.0
11.0,12.64251904761906,0.1456571428571429,-0.009245238095238056,EG__11_0,EG,64.0,0.259375,0.3458333333333333,289.0,2.48,50.0,30.0
11.5,3.2275,0.098,0.12605,EG__11_5,EG,50.0,0.26175,0.349,310.5,2.48,50.0,30.0
12.0,46.0257,0.2787,0.12945,EG__12_0,EG,36.0,0.264125,0.3521666666666667,332.0,2.48,50.0,30.0
12.5,42.8254,0.2741,0.15895,EG__12_5,EG,66.0,0.2655958333333334,0.354125,377.5,2.48,50.0,30.0
13.0,40.3549,0.2935,0.15945,EG__13_0,EG,96.0,0.2670666666666667,0.3560833333333334,423.0,2.48,50.0,30.0
13.5,33.3512,0.2735,0.15095,EG__13_5,EG,92.0,0.2911583333333333,0.3882083333333334,471.5,2.48,50.0,30.0
14.0,28.79740689655172,0.202896551724138,0.1279379310344828,EG__14_0,EG,88.0,0.31525,0.4203333333333333,520.0,2.48,50.0,30.0
14.5,28.1605,0.1907,0.127,EG__14_5,EG,88.0,0.3257166666666667,0.4342916666666666,562.5,2.48,50.0,30.0
15.0,29.6159,0.2577,0.1216,EG__15_0,EG,88.0,0.3361833333333333,0.44825,605.0,2.48,50.0,30.0
15.5,25.7332,0.2467,0.1279,EG__15_5,EG,84.0,0.3463416666666667,0.4617916666666666,649.0,2.48,50.0,30.0
16.0,30.1597,0.3181,0.1269,EG__16_0,EG,80.0,0.3565,0.4753333333333333,693.0,2.48,50.0,30.0
16.5,21.8364,0.2544,0.1263,EG__16_5,EG,88.0,0.3529041666666666,0.4705416666666666,738.5,2.48,50.0,30.0
17.0,21.24283333333333,0.2275,0.1371166666666667,EG__17_0,EG,96.0,0.3493083333333333,0.46575,784.0,2.48,50.0,30.0
17.5,24.7844,0.2444,0.11905,EG__17_5,EG,88.0,0.3582166666666666,0.477625,827.5,2.48,50.0,30.0
18.0,29.1707,0.3015,0.06875000000000002,EG__18_0,EG,80.0,0.367125,0.4895,871.0,2.48,50.0,30.0
18.5,32.7389,0.3998,0.17995,EG__18_5,EG,78.0,0.3806541666666666,0.5075416666666667,911.0,2.48,50.0,30.0
19.0,42.3508,0.4805,0.18395,EG__19_0,EG,76.0,0.3941833333333333,0.5255833333333334,951.0,2.48,50.0,30.0
19.5,33.9834,0.3896,0.16335,EG__19_5,EG,82.0,0.3984041666666667,0.5312083333333334,993.5,2.48,50.0,30.0
20.0,24.33142105263158,0.2605263157894737,0.06002105263157889,EG__20_0,EG,88.0,0.402625,0.5368333333333334,1036.0,2.48,50.0,30.0
20.5,24.49247368421053,0.2680921052631579,0.1191986842105263,EG__20_5,EG,82.0,0.40775,0.5436666666666667,1076.0,2.48,50.0,30.0
21.0,24.65352631578947,0.2756578947368421,0.1783763157894736,EG__21_0,EG,76.0,0.412875,0.5505,1116.0,2.48,50.0,30.0
21.5,16.0318,0.3224,0.22045,EG__21_5,EG,74.0,0.4125291666666666,0.5500416666666667,1156.0,2.48,50.0,30.0
22.0,7.29,0.1908,-0.11815,EG__22_0,EG,72.0,0.4121833333333333,0.5495833333333333,1196.0,2.48,50.0,30.0
22.5,11.1644,0.1809,-0.16135,EG__22_5,EG,82.0,0.4126541666666667,0.5502083333333333,1238.5,2.48,50.0,30.0
23.0,20.3453,0.2196,-0.14555,EG__23_0,EG,92.0,0.413125,0.5508333333333333,1281.0,2.48,50.0,30.0
23.5,34.2363,0.4247,0.23935,EG__23_5,EG,92.0,0.4216541666666667,0.5622083333333333,1326.0,2.48,50.0,30.0
24.0,36.41096521739129,0.3965782608695651,0.2383695652173913,EG__24_0,EG,92.0,0.4301833333333334,0.5735833333333333,1371.0,2.48,50.0,30.0
24.5,43.7376,0.4199,0.2394,EG__24_5,EG,90.0,0.4455583333333334,0.5940833333333333,1416.5,2.48,50.0,30.0
25.0,43.85363333333333,0.5696333333333333,0.1910833333333333,EG__25_0,EG,88.0,0.4609333333333334,0.6145833333333334,1462.0,2.48,50.0,30.0
25.5,49.91603255813956,0.5372302325581398,0.2578327906976744,EG__25_5,EG,88.0,0.4720291666666667,0.629375,1510.0,2.48,50.0,30.0
26.0,36.87893953488373,0.3888581395348839,0.2651176744186047,EG__26_0,EG,88.0,0.483125,0.6441666666666667,1558.0,2.48,50.0,30.0
26.5,27.4885,0.2508,0.271625,EG__26_5,EG,94.0,0.4834375,0.6445833333333333,1606.5,2.48,50.0,30.0
27.0,65.0066,0.5757,0.27675,EG__27_0,EG,100.0,0.48375,0.645,1655.0,2.48,50.0,30.0
27.5,61.51308695652173,0.6045695652173912,0.281875,EG__27_5,EG,96.0,0.4979666666666667,0.6639583333333333,1701.5,2.48,50.0,30.0
28.0,53.4482,0.557,0.287,EG__28_0,EG,92.0,0.5121833333333333,0.6829166666666666,1748.0,2.48,50.0,30.0
28.5,55.3147,0.4319,0.292125,EG__28_5,EG,94.0,0.5186541666666666,0.6915416666666667,1796.0,2.48,50.0,30.0
29.0,63.09740434782609,0.6128782608695652,0.29725,EG__29_0,EG,96.0,0.525125,0.7001666666666667,1844.0,2.48,50.0,30.0
29.5,67.4224,0.6427,0.302375,EG__29_5,EG,,,,,2.48,50.0,30.0
30.0,58.4659,0.6336,0.3075,EG__30_0,EG,,,,,2.48,50.0,30.0
30.5,59.439656,0.6620920000000001,0.312625,EG__30_5,EG,,,,,,,
31.0,63.15258933333333,0.5984586666666667,0.31775,EG__31_0,EG,,,,,,,
31.5,66.86552266666666,0.5348253333333334,0.322875,EG__31_5,EG,,,,,,,
32.0,83.7862,0.7629,0.328,EG__32_0,EG,,,,,,,
32.5,76.3023,0.6614,0.333125,EG__32_5,EG,,,,,,,
33.0,73.45890000000009,0.6730666666666669,0.3382500000000001,EG__33_0,EG,,,,,,,
33.5,63.4311,0.7086,0.343375,EG__33_5,EG,,,,,,,
34.0,58.7456,0.644,0.3485,EG__34_0,EG,,,,,,,
34.5,55.56612399999999,0.5062000000000001,0.353625,EG__34_5,EG,,,,,,,
35.0,58.6127,0.4257,0.35875,EG__35_0,EG,,,,,,,
35.5,76.8659,0.5135,0.363875,EG__35_5,EG,,,,,,,
36.0,65.03836666666673,0.5884666666666674,0.3690000000000001,EG__36_0,EG,,,,,,,
36.5,56.5125,0.5118,0.374125,EG__36_5,EG,,,,,,,
37.0,56.3839,0.5816,0.37925,EG__37_0,EG,,,,,,,
37.5,60.350716,0.60794,0.384375,EG__37_5,EG,,,,,,,
38.0,54.2352,0.6544,0.3895,EG__38_0,EG,,,,,,,
38.5,80.6065,0.7287,0.394625,EG__38_5,EG,,,,,,,
39.0,87.32089999999987,0.803933333333333,0.39975,EG__39_0,EG,,,,,,,
39.5,82.41,0.8552,0.404875,EG__39_5,EG,,,,,,,
40.0,78.6594,0.7176,0.41,EG__40_0,EG,,,,,,,
0.5,6.7724,0.0309,0.0041,BQ__0_5,BQ,,,,,2.48,70.0,25.0
1.0,9.7948,0.0587,0.0108,BQ__1_0,BQ,,,,,2.48,70.0,25.0
1.5,5.6829,0.0399,0.0177,BQ__1_5,BQ,,,,,2.48,70.0,25.0
2.0,4.2064,0.034,0.0246,BQ__2_0,BQ,,,,,2.48,70.0,25.0
2.5,4.2475,0.0348,0.03,BQ__2_5,BQ,,,,,2.48,70.0,25.0
3.0,4.814927586206896,0.03863103448275862,0.0327051724137931,BQ__3_0,BQ,4.0,0.11875,0.1583333333333333,2.0,2.48,70.0,25.0
3.5,9.8289,0.078,0.03655,BQ__3_5,BQ,4.0,0.1203125,0.1604166666666667,3.5,2.48,70.0,25.0
4.0,16.1981,0.1258,0.04195,BQ__4_0,BQ,4.0,0.121875,0.1625,5.0,2.48,70.0,25.0
4.5,22.9281,0.1624,0.04545,BQ__4_5,BQ,8.0,0.1165625,0.1554166666666666,7.5,2.48,70.0,25.0
5.0,23.9694,0.1857,0.04675,BQ__5_0,BQ,12.0,0.11125,0.1483333333333333,10.0,2.48,70.0,25.0
5.5,25.9327,0.19,0.05485,BQ__5_5,BQ,14.0,0.118125,0.1575,16.0,2.48,70.0,25.0
6.0,27.62154814814815,0.2040851851851852,0.05743333333333333,BQ__6_0,BQ,16.0,0.125,0.1666666666666667,22.0,2.48,70.0,25.0
6.5,26.7706,0.1883,0.0617,BQ__6_5,BQ,16.0,0.14625,0.195,29.5,2.48,70.0,25.0
7.0,24.9466,0.1176,0.0655,BQ__7_0,BQ,16.0,0.1675,0.2233333333333333,37.0,2.48,70.0,25.0
7.5,26.6863,0.1889,0.0681,BQ__7_5,BQ,16.0,0.1865625,0.24875,43.5,2.48,70.0,25.0
8.0,27.4214,0.1887,0.0717,BQ__8_0,BQ,16.0,0.205625,0.2741666666666667,50.0,2.48,70.0,25.0
8.5,31.3721,0.196,0.0409,BQ__8_5,BQ,24.0,0.2178125,0.2904166666666667,62.0,2.48,70.0,25.0
9.0,29.541372,0.21366,0.077828,BQ__9_0,BQ,32.0,0.23,0.3066666666666666,74.0,2.48,70.0,25.0
9.5,33.26323866666667,0.2204933333333333,0.085128,BQ__9_5,BQ,42.0,0.230625,0.3074999999999999,98.0,2.48,70.0,25.0
10.0,36.98510533333333,0.2273266666666666,0.092428,BQ__10_0,BQ,52.0,0.23125,0.3083333333333333,122.0,2.48,70.0,25.0
10.5,49.5498,0.4262,0.0952,BQ__10_5,BQ,70.0,0.2696875,0.3595833333333333,162.0,2.48,70.0,25.0
11.0,50.4508,0.4353,0.09580000000000001,BQ__11_0,BQ,88.0,0.308125,0.4108333333333333,202.0,2.48,70.0,25.0
11.5,56.16046082474226,0.5087134020618556,0.09653690721649484,BQ__11_5,BQ,84.0,0.3725,0.4966666666666666,243.5,2.48,70.0,25.0
12.0,61.52863092783505,0.5758525773195875,0.1075240206185567,BQ__12_0,BQ,80.0,0.436875,0.5825,285.0,2.48,70.0,25.0
12.5,66.89680103092783,0.6429917525773196,0.1185111340206186,BQ__12_5,BQ,82.0,0.4715625,0.62875,325.5,2.48,70.0,25.0
13.0,72.26497113402061,0.7101309278350515,0.1294982474226804,BQ__13_0,BQ,84.0,0.50625,0.675,366.0,2.48,70.0,25.0
13.5,83.4958,0.8783,0.138375,BQ__13_5,BQ,82.0,0.5325,0.71,405.0,2.48,70.0,25.0
14.0,93.4802,1.1229,0.1435,BQ__14_0,BQ,80.0,0.55875,0.745,444.0,2.48,70.0,25.0
14.5,98.37986666666667,1.251333333333333,0.148625,BQ__14_5,BQ,82.0,0.58,0.7733333333333333,484.5,2.48,70.0,25.0
15.0,99.4528936,1.1561064,0.15375,BQ__15_0,BQ,84.0,0.60125,0.8016666666666666,525.0,2.48,70.0,25.0
15.5,97.4981536,1.1358464,0.158875,BQ__15_5,BQ,86.0,0.6,0.8,568.0,2.48,70.0,25.0
16.0,95.5434136,1.1155864,0.164,BQ__16_0,BQ,88.0,0.59875,0.7983333333333333,611.0,2.48,70.0,25.0
16.5,93.58867359999999,1.0953264,0.169125,BQ__16_5,BQ,90.0,0.6015625,0.8020833333333333,657.0,2.48,70.0,25.0
17.0,91.6339336,1.0750664,0.17425,BQ__17_0,BQ,92.0,0.604375,0.8058333333333333,703.0,2.48,70.0,25.0
17.5,89.6791936,1.0548064,0.179375,BQ__17_5,BQ,96.0,0.60375,0.8049999999999999,751.5,2.48,70.0,25.0
18.0,87.7244536,1.0345464,0.1845,BQ__18_0,BQ,100.0,0.603125,0.8041666666666667,800.0,2.48,70.0,25.0
18.5,85.7697136,1.0142864,0.189625,BQ__18_5,BQ,102.0,0.606875,0.8091666666666667,851.5,2.48,70.0,25.0
19.0,83.8149736,0.9940264,0.19475,BQ__19_0,BQ,104.0,0.610625,0.8141666666666667,903.0,2.48,70.0,25.0
19.5,81.8602336,0.9737664,0.199875,BQ__19_5,BQ,106.0,0.5984375,0.7979166666666666,957.5,2.48,70.0,25.0
20.0,86.8772,1.0803,0.205,BQ__20_0,BQ,108.0,0.58625,0.7816666666666666,1012.0,2.48,70.0,25.0
20.5,89.1387,1.4587,0.210125,BQ__20_5,BQ,112.0,0.5903125,0.7870833333333334,1070.0,2.48,70.0,25.0
21.0,92.52178,1.355224,0.21525,BQ__21_0,BQ,116.0,0.594375,0.7925,1128.0,2.48,70.0,25.0
21.5,99.7475,1.4704,0.220375,BQ__21_5,BQ,112.0,0.6087166666666666,0.811625,1182.5,2.48,70.0,25.0
22.0,91.85712000000001,1.21066,0.2255,BQ__22_0,BQ,108.0,0.6230583333333333,0.83075,1237.0,2.48,70.0,25.0
22.5,98.582,1.4742,0.230625,BQ__22_5,BQ,110.0,0.6245624999999999,0.83275,1293.0,2.48,70.0,25.0
23.0,90.775,1.5469,0.23575,BQ__23_0,BQ,112.0,0.6260666666666667,0.83475,1349.0,2.48,70.0,25.0
23.5,95.38952045454545,1.548935227272727,0.240875,BQ__23_5,BQ,112.0,0.6275958333333334,0.8367916666666666,1404.0,2.48,70.0,25.0
24.0,95.95557159090909,1.532273295454545,0.246,BQ__24_0,BQ,112.0,0.629125,0.8388333333333333,1459.0,2.48,70.0,25.0
24.5,96.52162272727273,1.515611363636364,0.251125,BQ__24_5,BQ,114.0,0.6172208333333333,0.8229583333333333,1516.0,2.48,70.0,25.0
25.0,97.08767386363637,1.498949431818182,0.25625,BQ__25_0,BQ,116.0,0.6053166666666666,0.8070833333333334,1573.0,2.48,70.0,25.0
25.5,97.653725,1.4822875,0.261375,BQ__25_5,BQ,,,,,,,
26.0,98.21977613636363,1.465625568181818,0.2665,BQ__26_0,BQ,,,,,,,
26.5,98.78582727272727,1.448963636363636,0.271625,BQ__26_5,BQ,,,,,,,
27.0,101.7752189189189,1.591362162162162,0.2767500000000001,BQ__27_0,BQ,,,,,,,
27.5,99.69778648648648,1.548727027027027,0.281875,BQ__27_5,BQ,,,,,,,
28.0,97.62035405405405,1.506091891891892,0.287,BQ__28_0,BQ,,,,,,,
28.5,95.54292162162162,1.463456756756757,0.292125,BQ__28_5,BQ,,,,,,,
29.0,93.46548918918919,1.420821621621622,0.29725,BQ__29_0,BQ,,,,,,,
29.5,91.38805675675675,1.378186486486487,0.302375,BQ__29_5,BQ,,,,,,,
30.0,89.8616,1.9861,0.3075,BQ__30_0,BQ,,,,,,,
30.5,92.73,1.8196,0.312625,BQ__30_5,BQ,,,,,,,
31.0,78.10613333333333,1.400730303030303,0.31775,BQ__31_0,BQ,,,,,,,
31.5,71.0934,1.478,0.322875,BQ__31_5,BQ,,,,,,,
32.0,85.1484,1.9466,0.328,BQ__32_0,BQ,,,,,,,
32.5,82.53876666666666,1.717166666666669,0.333125,BQ__32_5,BQ,,,,,,,
33.0,78.4824,1.3079,0.33825,BQ__33_0,BQ,,,,,,,
33.5,72.8803,0.9459,0.343375,BQ__33_5,BQ,,,,,,,
34.0,83.43929999999997,1.479366666666667,0.3485,BQ__34_0,BQ,,,,,,,
34.5,88.99133043478264,1.569439130434783,0.353625,BQ__34_5,BQ,,,,,,,
35.0,98.54698260869566,1.683134782608696,0.35875,BQ__35_0,BQ,,,,,,,
35.5,88.5784,1.68,0.363875,BQ__35_5,BQ,,,,,,,
1.0,8.11222,0.04698,0.01724,CR__1_0,CR,,,,,2.48,50.0,27.0
1.5,5.600630000000002,0.02261000000000001,0.02407999999999999,CR__1_5,CR,,,,,2.48,50.0,27.0
2.0,6.83317,0.04986000000000002,0.03027,CR__2_0,CR,,,,,2.48,50.0,27.0
2.5,4.54162,0.0396,0.03727,CR__2_5,CR,,,,,2.48,50.0,27.0
3.0,6.526149325626208,0.03834026974951832,0.04062456647398843,CR__3_0,CR,,,,,2.48,50.0,27.0
3.5,17.8946,0.09979999999999994,0.03445,CR__3_5,CR,,,,,2.48,50.0,27.0
4.0,16.0134,0.13068,0.04863000000000002,CR__4_0,CR,12.0,0.1051833333333333,0.14025,18.0,2.48,50.0,27.0
4.5,17.04166,0.1253,0.05490999999999999,CR__4_5,CR,20.0,0.1094666666666667,0.1459583333333334,27.5,2.48,50.0,27.0
5.0,27.6938,0.1632,0.05894999999999999,CR__5_0,CR,28.0,0.11375,0.1516666666666667,37.0,2.48,50.0,27.0
5.5,29.9883,0.1902,0.06475,CR__5_5,CR,46.0,0.1376875,0.1835833333333333,66.0,2.48,50.0,27.0
6.0,30.28920368794326,0.21676,0.06930163120567376,CR__6_0,CR,64.0,0.161625,0.2155,95.0,2.48,50.0,27.0
6.5,29.31423914893617,0.18176,0.06979808510638298,CR__6_5,CR,76.0,0.183125,0.2441666666666666,128.5,2.48,50.0,27.0
7.0,28.33927460992908,0.14676,0.0702945390070922,CR__7_0,CR,88.0,0.204625,0.2728333333333333,162.0,2.48,50.0,27.0
7.5,34.93016666666667,0.1865333333333334,0.07210555555555555,CR__7_5,CR,84.0,0.2210958333333333,0.2947916666666667,202.0,2.48,50.0,27.0
8.0,38.03771111111111,0.2643222222222222,0.08325,CR__8_0,CR,80.0,0.2375666666666666,0.31675,242.0,2.48,50.0,27.0
8.5,44.13801111111112,0.3098666666666666,0.08808333333333332,CR__8_5,CR,88.0,0.2464708333333333,0.328625,286.0,2.48,50.0,27.0
9.0,40.94908,0.2982199999999999,0.09322999999999997,CR__9_0,CR,96.0,0.255375,0.3405,330.0,2.48,50.0,27.0
9.5,43.18522499999999,0.2653499999999999,0.09774999999999995,CR__9_5,CR,96.0,0.266125,0.3548333333333333,376.5,2.48,50.0,27.0
10.0,38.90549853300734,0.2382931540342299,0.1081929095354523,CR__10_0,CR,96.0,0.276875,0.3691666666666666,423.0,2.48,50.0,27.0
10.5,38.27396,0.2430300000000001,0.12426,CR__10_5,CR,100.0,0.3088125,0.41175,472.5,2.48,50.0,27.0
11.0,43.5161,0.2994,0.1365,CR__11_0,CR,104.0,0.34075,0.4543333333333334,522.0,2.48,50.0,27.0
11.5,38.17874,0.2716,0.14343,CR__11_5,CR,90.0,0.3685958333333333,0.4914583333333333,561.5,2.48,50.0,27.0
12.0,37.20367999999999,0.2703299999999999,0.14953,CR__12_0,CR,76.0,0.3964416666666667,0.5285833333333333,601.0,2.48,50.0,27.0
12.5,36.48927,0.2612599999999999,0.1543,CR__12_5,CR,80.0,0.4004416666666666,0.5339166666666666,641.5,2.48,50.0,27.0
13.0,30.65189999999999,0.2383418604651161,0.1973023255813955,CR__13_0,CR,84.0,0.4044416666666666,0.53925,682.0,2.48,50.0,27.0
13.5,29.36865999999999,0.2202399999999999,0.30807,CR__13_5,CR,82.0,0.4154083333333333,0.553875,722.5,2.48,50.0,27.0
14.0,32.03664000000001,0.2597599999999999,0.31885,CR__14_0,CR,80.0,0.426375,0.5685,763.0,2.48,50.0,27.0
14.5,42.39398750000001,0.3494125000000001,0.32595,CR__14_5,CR,64.0,0.431625,0.5755,799.5,2.48,50.0,27.0
15.0,48.28522000000001,0.35004,0.32995,CR__15_0,CR,48.0,0.436875,0.5825,836.0,2.48,50.0,27.0
15.5,49.22047500000004,0.4085749999999999,0.3331250000000001,CR__15_5,CR,66.0,0.45,0.6000000000000001,882.0,2.48,50.0,27.0
16.0,42.81713809523811,0.2933047619047622,0.3251642857142859,CR__16_0,CR,84.0,0.463125,0.6175,928.0,2.48,50.0,27.0
16.5,31.2758,0.2784,0.2246,CR__16_5,CR,78.0,0.4689375000000001,0.6252500000000001,968.5,2.48,50.0,27.0
17.0,26.49189090909079,0.2486000000000002,0.2334636363636363,CR__17_0,CR,72.0,0.4747500000000001,0.633,1009.0,2.48,50.0,27.0
17.5,11.41811818181818,0.1365545454545454,0.2446,CR__17_5,CR,88.0,0.4117833333333334,0.5490416666666667,1063.5,2.48,50.0,27.0
18.0,20.40795,0.17875,0.21485,CR__18_0,CR,104.0,0.3488166666666667,0.4650833333333333,1118.0,2.48,50.0,27.0
18.5,20.83707999999997,0.2532499999999999,0.2318599999999999,CR__18_5,CR,64.0,0.4159083333333333,0.5545416666666667,1151.0,2.48,50.0,27.0
19.0,19.41169958506224,0.2235047717842324,0.2172730290456432,CR__19_0,CR,24.0,0.483,0.644,1184.0,2.48,50.0,27.0
19.5,21.08583513139695,0.1959459889349932,0.2194168741355463,CR__19_5,CR,48.0,0.4674041666666666,0.6232083333333334,1217.0,2.48,50.0,27.0
20.0,22.75997067773167,0.1683872060857539,0.2215607192254495,CR__20_0,CR,72.0,0.4518083333333333,0.6024166666666666,1250.0,2.48,50.0,27.0
20.5,33.14052500000003,0.2379750000000003,0.22365,CR__20_5,CR,70.0,0.4617166666666667,0.615625,1287.0,2.48,50.0,27.0
21.0,42.9914888888889,0.4117777777777775,0.2205,CR__21_0,CR,68.0,0.471625,0.6288333333333334,1324.0,2.48,50.0,27.0
21.5,53.02577999999996,0.5093200000000007,0.2358599999999999,CR__21_5,CR,74.0,0.4763458333333333,0.635125,1362.5,2.48,50.0,27.0
22.0,42.8142,0.4878,0.2361,CR__22_0,CR,80.0,0.4810666666666666,0.6414166666666667,1401.0,2.48,50.0,27.0
22.5,30.74740000000006,0.2603,-0.08075999999999951,CR__22_5,CR,82.0,0.4855958333333333,0.6474583333333335,1441.5,2.48,50.0,27.0
23.0,46.98951065830718,0.426182131661441,0.2564023510971787,CR__23_0,CR,84.0,0.490125,0.6535000000000001,1482.0,2.48,50.0,27.0
23.5,51.66004285714286,0.5640857142857144,0.2643785714285714,CR__23_5,CR,88.0,0.49225,0.6563333333333334,1526.5,2.48,50.0,27.0
24.0,60.07935000000001,0.58075,0.2829,CR__24_0,CR,92.0,0.494375,0.6591666666666667,1571.0,2.48,50.0,27.0
24.5,50.8745,0.571,0.28045,CR__24_5,CR,86.0,0.5162166666666667,0.6882916666666667,1616.0,2.48,50.0,27.0
25.0,48.56841428571429,0.5050714285714287,0.2846071428571429,CR__25_0,CR,80.0,0.5380583333333333,0.7174166666666667,1661.0,2.48,50.0,27.0
25.5,53.5122307410796,0.425311253430924,0.2730093321134492,CR__25_5,CR,86.0,0.5401208333333334,0.7201666666666666,1707.0,2.48,50.0,27.0
26.0,41.56694254345837,0.254268252516011,0.2610468435498628,CR__26_0,CR,92.0,0.5421833333333334,0.7229166666666667,1753.0,2.48,50.0,27.0
26.5,60.11845000000011,0.4569000000000003,0.2584249999999997,CR__26_5,CR,,,,,2.48,50.0,27.0
27.0,63.4920734899329,0.5259228187919469,0.2734242193791946,CR__27_0,CR,,,,,2.48,50.0,27.0
27.5,62.05113999999994,0.5998000000000024,0.281875,CR__27_5,CR,,,,,,,
28.0,67.54964000000001,0.5780199999999988,0.287,CR__28_0,CR,,,,,,,
28.5,64.64089563106795,0.6349446601941745,0.292125,CR__28_5,CR,,,,,,,
29.0,68.67305555555554,0.6858444444444435,0.29725,CR__29_0,CR,,,,,,,
29.5,58.91500000000007,0.7016199999999962,0.3023750000000001,CR__29_5,CR,,,,,,,
30.0,70.73312368421053,0.7936322966507176,0.3075000000000001,CR__30_0,CR,,,,,,,
30.5,62.58028888888882,0.6017777777777766,0.312625,CR__30_5,CR,,,,,,,
31.0,66.56061999999997,0.74948,0.31775,CR__31_0,CR,,,,,,,
31.5,60.6215986440678,0.6829281355932203,0.322875,CR__31_5,CR,,,,,,,
32.0,60.60391502824859,0.5456964971751415,0.328,CR__32_0,CR,,,,,,,
32.5,79.0912,0.736,0.333125,CR__32_5,CR,,,,,,,
33.0,70.21997999999996,0.7766999999999995,0.33825,CR__33_0,CR,,,,,,,
33.5,62.9925965517241,0.6353024630541855,0.343375,CR__33_5,CR,,,,,,,
34.0,58.16255999999986,0.4238400000000042,0.3485,CR__34_0,CR,,,,,,,
34.5,78.2438499999999,0.6909999999999955,0.353625,CR__34_5,CR,,,,,,,
35.0,71.54133456090652,0.5129252124645888,0.35875,CR__35_0,CR,,,,,,,
35.5,106.7184,0.9388000000000001,0.363875,CR__35_5,CR,,,,,,,
36.0,82.23220735502115,0.5454796322489381,0.3690000000000001,CR__36_0,CR,,,,,,,
36.5,81.82989999999998,0.7691249999999963,0.374125,CR__36_5,CR,,,,,,,
37.0,84.50857142857141,0.7662428571428616,0.37925,CR__37_0,CR,,,,,,,
37.5,90.90455852090004,0.7837057877813469,0.384375,CR__37_5,CR,,,,,,,
38.0,74.81494285714275,1.10708571428572,0.3895,CR__38_0,CR,,,,,,,
38.5,84.82982500000006,1.077299999999993,0.394625,CR__38_5,CR,,,,,,,
39.0,76.85865384615387,0.8628150887573968,0.39975,CR__39_0,CR,,,,,,,
39.5,79.37083333333324,0.9208222222222274,0.404875,CR__39_5,CR,,,,,,,
40.0,84.68114444444412,0.9946444444444511,0.41,CR__40_0,CR,,,,,,,
0.5,1.2948,0.0085,0.0081,DM__0_5,DM,,,,,2.48,50.0,31.0
1.0,3.7575,0.0308,0.0132,DM__1_0,DM,,,,,2.48,50.0,31.0
1.5,5.7127,0.0579,0.0196,DM__1_5,DM,,,,,2.48,50.0,31.0
2.0,9.9242,0.1016,0.0286,DM__2_0,DM,,,,,2.48,50.0,31.0
2.5,17.6836,0.1618,0.0367,DM__2_5,DM,,,,,2.48,50.0,31.0
3.0,11.6512641025641,0.1116076923076923,0.0343576923076923,DM__3_0,DM,,,,,2.48,50.0,31.0
3.5,12.7757,0.1145,0.03415,DM__3_5,DM,,,,,2.48,50.0,31.0
4.0,12.2889,0.1281,0.04655,DM__4_0,DM,12.0,0.1089416666666667,0.14525,10.0,2.48,50.0,31.0
4.5,12.4023,0.102,0.05525,DM__4_5,DM,12.0,0.1091583333333334,0.1455416666666666,16.0,2.48,50.0,31.0
5.0,25.0039,0.2252,0.06275,DM__5_0,DM,12.0,0.109375,0.1458333333333333,22.0,2.48,50.0,31.0
5.5,23.0324,0.2147,0.07615,DM__5_5,DM,20.0,0.117,0.156,33.5,2.48,50.0,31.0
6.0,22.67286296296296,0.1914481481481482,0.07152222222222224,DM__6_0,DM,28.0,0.124625,0.1661666666666667,45.0,2.48,50.0,31.0
6.5,24.1025,0.1846,0.0626,DM__6_5,DM,26.0,0.1441875,0.19225,60.0,2.48,50.0,31.0
7.0,29.5885,0.2203,0.0762,DM__7_0,DM,24.0,0.16375,0.2183333333333333,75.0,2.48,50.0,31.0
7.5,28.6342,0.232,0.0912,DM__7_5,DM,28.0,0.1831875,0.24425,91.5,2.48,50.0,31.0
